epoch;dice_coef;jacard_coef;loss;lr;val_dice_coef;val_jacard_coef;val_loss
0;0.24175353348255157;0.13817062973976135;-0.24197635054588318;0.002;0.25603416562080383;0.1470816731452942;-0.24953901767730713
1;0.2777344584465027;0.16207903623580933;-0.27740517258644104;0.002;0.3455052673816681;0.20935235917568207;-0.33638423681259155
2;0.314199835062027;0.18733638525009155;-0.3140808045864105;0.002;0.30679234862327576;0.18222391605377197;-0.2927926480770111
3;0.3547331988811493;0.2168034166097641;-0.35439780354499817;0.002;0.43581604957580566;0.27913230657577515;-0.4277697503566742
4;0.39456233382225037;0.2474924474954605;-0.39474380016326904;0.002;0.4521518647670746;0.29282146692276;-0.44216427206993103
5;0.43423500657081604;0.27937647700309753;-0.4339064061641693;0.002;0.3315763473510742;0.19876082241535187;-0.32976579666137695
6;0.474607914686203;0.3127197325229645;-0.4743480086326599;0.002;0.5538911819458008;0.3835735321044922;-0.5460072755813599
7;0.508698046207428;0.3430159091949463;-0.5083418488502502;0.002;0.5869239568710327;0.4155888259410858;-0.5831416845321655
8;0.541856586933136;0.3731935918331146;-0.5419453382492065;0.002;0.6148270964622498;0.444137841463089;-0.6099840402603149
9;0.5661032199859619;0.39626744389533997;-0.5660132169723511;0.002;0.566864550113678;0.3956575095653534;-0.5696574449539185
10;0.5915866494178772;0.4212527573108673;-0.591567873954773;0.002;0.6050016283988953;0.4341317415237427;-0.5983354449272156
11;0.6116809844970703;0.44161635637283325;-0.6115610599517822;0.002;0.6547598242759705;0.48693379759788513;-0.6511033177375793
12;0.6282182335853577;0.4588761031627655;-0.6283673048019409;0.002;0.688439667224884;0.5250158905982971;-0.6855581998825073
13;0.6446144580841064;0.47654229402542114;-0.6445018649101257;0.002;0.6877121329307556;0.5243268609046936;-0.6831941604614258
14;0.6558862924575806;0.48902347683906555;-0.655962347984314;0.002;0.7018747925758362;0.5407611727714539;-0.6993422508239746
15;0.6671512722969055;0.5012449026107788;-0.6674654483795166;0.002;0.704032838344574;0.5432665348052979;-0.7029722929000854
16;0.6764636039733887;0.5117204785346985;-0.6764200925827026;0.002;0.7317084670066833;0.5769729614257812;-0.7301400899887085
17;0.6821528673171997;0.518347978591919;-0.6820685863494873;0.002;0.7059183120727539;0.5455034375190735;-0.706213116645813
18;0.6916519403457642;0.5292965769767761;-0.6916877627372742;0.002;0.7343764305114746;0.580368161201477;-0.7315558195114136
19;0.6987184882164001;0.5376741290092468;-0.6987288594245911;0.002;0.7322096228599548;0.5776007771492004;-0.7316185235977173
20;0.7037801146507263;0.5436707139015198;-0.7037718296051025;0.002;0.7435030341148376;0.5917342305183411;-0.7430078387260437
21;0.707095205783844;0.5478182435035706;-0.7070347666740417;0.002;0.7426342368125916;0.5906829237937927;-0.7406083345413208
22;0.7120850086212158;0.5535355806350708;-0.7118493318557739;0.002;0.7363516688346863;0.5828492045402527;-0.7334328889846802
23;0.7194359302520752;0.5622375011444092;-0.7194311022758484;0.002;0.7359322905540466;0.5822357535362244;-0.7343479990959167
24;0.7226137518882751;0.566366970539093;-0.7225065231323242;0.002;0.711393415927887;0.5523139834403992;-0.7090104818344116
25;0.7263870239257812;0.5710297226905823;-0.7265302538871765;0.00020000001;0.7526373267173767;0.6035218238830566;-0.7494339942932129
26;0.7328565716743469;0.5789215564727783;-0.7328934073448181;0.00020000001;0.7491254806518555;0.5990738868713379;-0.745468020439148
27;0.7353237271308899;0.5819669961929321;-0.7351974248886108;0.00020000001;0.7509179711341858;0.6013118624687195;-0.7477966547012329
28;0.7354490160942078;0.5820995569229126;-0.7354331016540527;0.00020000001;0.7481916546821594;0.5978889465332031;-0.7444718480110168
29;0.7357876300811768;0.5825027823448181;-0.7357521057128906;0.00020000001;0.7455137372016907;0.5944456458091736;-0.7422798275947571
30;0.7382964491844177;0.5856781005859375;-0.7382959723472595;2.0000001e-05;0.7468965649604797;0.5961880683898926;-0.7437686920166016
31;0.7373746633529663;0.5844849944114685;-0.7374273538589478;2.0000001e-05;0.7479434013366699;0.597523033618927;-0.7447938919067383
32;0.7403489947319031;0.5881937146186829;-0.7402523756027222;2.0000001e-05;0.7475494742393494;0.5970136523246765;-0.744464099407196
33;0.7385682463645935;0.5860012173652649;-0.7388143539428711;2.0000001e-05;0.7481603622436523;0.5978023409843445;-0.744968056678772
34;0.7381255626678467;0.5854220390319824;-0.7381414175033569;1e-05;0.7488074898719788;0.5986325740814209;-0.7455364465713501
35;0.7378618121147156;0.5850979089736938;-0.7380331754684448;1e-05;0.7489380836486816;0.5987942814826965;-0.7457186579704285
36;0.7389872074127197;0.5866734385490417;-0.7388561964035034;1e-05;0.7482824325561523;0.5979541540145874;-0.7451057434082031
37;0.7384676337242126;0.5859814286231995;-0.7384358644485474;1e-05;0.7482466697692871;0.5979138612747192;-0.7450118660926819
38;0.7395618557929993;0.5872766971588135;-0.7396500706672668;1e-05;0.7488353848457336;0.5986660122871399;-0.7455759048461914
39;0.7399106621742249;0.5877476334571838;-0.7398105263710022;1e-05;0.7483330368995667;0.5980231165885925;-0.7451156377792358
40;0.7396724820137024;0.5873326063156128;-0.7397547960281372;1e-05;0.7487611174583435;0.5985732078552246;-0.7455004453659058
